city_ascii,state_id,lat,lng
New Fairview,TX,33.1124,-97.4456
Stockton,KS,39.4251,-99.2764
West Park,NJ,39.44,-75.2624
Los Ranchos,CA,35.2104,-120.6295
Mechanicsville,MD,38.4355,-76.7424
Edgard,LA,30.0362,-90.546
Panora,IA,41.6911,-94.3639
Marmet,WV,38.2458,-81.5711
Heritage Pines,FL,28.4267,-82.6254
Gardendale,TX,32.0105,-102.3587
Little Walnut Village,NM,32.8257,-108.2811
Dover Beaches South,NJ,39.9539,-74.0806
Dunsmuir,CA,41.2317,-122.2715
Banner Hill,TN,36.1223,-82.4203
Glendale,MS,31.368,-89.3086
Lake Telemark,NJ,40.961,-74.497
Williamsville,IL,39.9548,-89.5468
Coahoma,TX,32.2956,-101.3089
Arnaudville,LA,30.4023,-91.932
Medicine Lodge,KS,37.2851,-98.5812
Cecilia,LA,30.3368,-91.8476
Mountain Road,VA,36.7585,-78.989
Glen Dale,WV,39.9466,-80.7565
Decatur,AR,36.3402,-94.4578
Smethport,PA,41.8075,-78.4439
Weissport East,PA,40.8369,-75.6864
Mount Carroll,IL,42.0948,-89.977
Lumberton,MS,31.0064,-89.4592
Grayville,IL,38.2554,-87.997
Lake Sherwood,CA,34.134,-118.8804
Augusta,KY,38.7723,-84.0003
Morenci,AZ,33.0539,-109.331
DeLisle,MS,30.3848,-89.2746
Parks,AZ,35.2939,-111.977
Quinlan,TX,32.909,-96.1312
Sun Prairie,MT,47.5386,-111.4918
Serenada,TX,30.6948,-97.6959
Cedar Ridge,CA,38.066,-120.2737
Parachute,CO,39.4508,-108.0529
Coto Norte,PR,18.4328,-66.4409
Mount Pulaski,IL,40.0102,-89.2839
Del Rey,CA,36.6565,-119.5981
Shell Lake,WI,45.7322,-91.9033
Absecon Highlands,NJ,39.4409,-74.4735
Baltic,SD,43.7603,-96.7371
Rolling Hills,CA,33.7601,-118.3471
Powhatan Point,OH,39.8625,-80.8098
Warsaw,IL,40.3509,-91.4277
Watertown,TN,36.1007,-86.1394
Franklin Furnace,OH,38.6114,-82.8439
Lakeland,MN,44.9503,-92.77
Sanborn,IA,43.1814,-95.6554
Stamps,AR,33.3568,-93.4955
Morton,TX,33.7248,-102.7593
Lanark,IL,42.1019,-89.8336
North Granby,CT,42.0152,-72.844
Stearns,KY,36.6957,-84.4768
Bayard,NE,41.7572,-103.323
South Coventry,CT,41.7731,-72.3084
Cedar Glen Lakes,NJ,39.9527,-74.3995
Fairbank,IA,42.6401,-92.0477
Epworth,GA,34.951,-84.3808
Eagle River,WI,45.925,-89.2561
Weston,OH,41.3464,-83.7948
Fife Heights,WA,47.2596,-122.346
Bellefonte,DE,39.7668,-75.4982
Cambridge,WI,43.0071,-89.0214
Malta,IL,41.9291,-88.8669
Madison,MN,45.0127,-96.189
Palmdale,PA,40.2962,-76.6234
Astor,FL,29.1635,-81.5349
Belleair Beach,FL,27.9242,-82.8359
Susitna North,AK,62.1281,-149.8593
Cannelton,IN,37.9106,-86.7377
Laguna Park,TX,31.8643,-97.3861
Lorena,TX,31.3818,-97.2127
Red Lake,MN,47.8701,-95.0059
Intercourse,PA,40.0379,-76.1081
Pepeekeo,HI,19.8325,-155.1056
Wardsville,MO,38.4901,-92.1791
Lakemont,PA,40.4642,-78.3922
Mio,MI,44.6605,-84.1418
Watson,LA,30.5749,-90.9508
Daleville,IN,40.1187,-85.5567
Green Valley,SD,44.039,-103.1116
Key Vista,FL,28.1946,-82.7703
Chatmoss,VA,36.6758,-79.7981
Alpine,NJ,40.9616,-73.9198
Callahan,FL,30.5655,-81.8319
Boonville,NC,36.234,-80.7093
Warm Springs,CA,33.7067,-117.3343
Princeville,NC,35.8861,-77.5194
Fall Creek,WI,44.7639,-91.2783
Rose Hill,NC,34.8261,-78.0259
Saxapahaw,NC,35.9489,-79.321
Monument Hills,CA,38.6641,-121.8754
Oakland,IA,41.3115,-95.3951
Anton Ruiz,PR,18.1883,-65.8079
Cresson,PA,40.4626,-78.5866
Spring Green,WI,43.1776,-90.0688
Crandon,WI,45.5686,-88.8973
West Conshohocken,PA,40.0702,-75.3188
Slater,IA,41.8807,-93.6911
Catawissa,PA,40.9531,-76.4604
Franklin,TX,31.025,-96.4876
Chesterfield,SC,34.733,-80.0778
Lake Lorelei,OH,39.1875,-83.9715
Woodville,WI,44.9483,-92.2851
Clara City,MN,44.9576,-95.3671
Kirkland,IL,42.0905,-88.849
Glenmoor,OH,40.6639,-80.6133
Cane Savannah,SC,33.8923,-80.4396
LaCoste,TX,29.31,-98.8116
Osborne,KS,39.4404,-98.6994
Whiting,WI,44.4907,-89.56
Mancelona,MI,44.9024,-85.0613
Upper Fruitland,NM,36.7204,-108.3236
McConnellstown,PA,40.4643,-78.067
Lakeside,TX,32.8222,-97.4867
Cadott,WI,44.9502,-91.1532
Kyle,SD,43.4245,-102.1801
Saunders Lake,OR,43.5214,-124.211
Covelo,CA,39.8025,-123.2499
Mineville,NY,44.0933,-73.5246
Random Lake,WI,43.5541,-87.9548
Spencer,TN,35.7393,-85.456
West Myerstown,PA,40.3707,-76.3234
West Baraboo,WI,43.4815,-89.7718
Avon,MN,45.61,-94.4618
Lexington,TX,30.4148,-97.0094
Eagle Butte,SD,44.9939,-101.231
Bonduel,WI,44.7383,-88.4476
Brooklyn Heights,OH,41.418,-81.6681
Hubbard,TX,31.847,-96.8003
Virginia,IL,39.9524,-90.2108
Woodbury Center,CT,41.5439,-73.2048
Julian,CA,33.0735,-116.5889
Tok,AK,63.329,-143.0379
Vernon Center,NJ,41.1874,-74.5015
Bovina,TX,34.5156,-102.8848
Snead,AL,34.1162,-86.3902
Palmarejo,PR,18.3149,-66.2925
Collings Lakes,NJ,39.5939,-74.8821
Boyd,TX,33.0843,-97.5632
Olive Hill,KY,38.3037,-83.1682
Diablo Grande,CA,37.4009,-121.2629
Lake Lure,NC,35.4404,-82.2065
Mabscott,WV,37.769,-81.2133
North Charleroi,PA,40.15,-79.9084
Keshena,WI,44.8697,-88.6002
Kenton,TN,36.2021,-89.0155
Lone Jack,MO,38.8706,-94.1852
Helena,OK,36.5463,-98.2718
Quincy,MI,41.9424,-84.8826
Laurium,MI,47.2351,-88.4382
Belle Plaine,KS,37.3934,-97.2795
Montague,CA,41.7275,-122.5302
Barneveld,WI,43.0117,-89.8969
Forest Meadows,CA,38.1717,-120.399
Durand,IL,42.4338,-89.3268
La Alianza,PR,18.395,-66.5975
Marks,MS,34.2535,-90.2723
Perryopolis,PA,40.0869,-79.7526
Coldstream,OH,39.0479,-84.3475
Park River,ND,48.391,-97.7425
Lusk,WY,42.7613,-104.4584
Springfield,CO,37.405,-102.6189
Elmore,AL,32.5552,-86.3425
Baywood Park,CA,37.5292,-122.3417
Parsons,WV,39.0942,-79.6785
Glide,OR,43.3029,-123.0666
Wedgefield,SC,33.883,-80.5156
Palm Shores,FL,28.1919,-80.6594
Glencoe,FL,29.0005,-80.9604
Brownsboro,TX,32.2984,-95.6131
Lakeshire,MO,38.54,-90.3384
Avalon,NJ,39.0906,-74.7356
Battle Creek,NE,41.9981,-97.5994
Legend Lake,WI,44.8909,-88.544
Tarkio,MO,40.443,-95.3835
Weber City,VA,36.6236,-82.5632
Clintwood,VA,37.1507,-82.4573
Munday,TX,33.4471,-99.624
Fredericksburg,PA,40.4441,-76.4377
Maunabo,PR,18.0056,-65.9009
Independence,WI,44.3328,-91.4172
Sundown,TX,33.4576,-102.4908
Samson,AL,31.1124,-86.0462
Belle,MO,38.2848,-91.7217
Beesleys Point,NJ,39.2777,-74.6333
Nescopeck,PA,41.053,-76.2123
Tyhee,ID,42.9552,-112.4561
Lannon,WI,43.1521,-88.1605
Ruch,OR,42.2314,-123.0403
Ringgold,LA,32.3261,-93.2836
Mount Airy,GA,34.5221,-83.4976
East Vineland,NJ,39.4805,-74.9158
Brookside Village,TX,29.5908,-95.3179
Lenox,IA,40.8835,-94.5583
King,WI,44.3402,-89.1228
Playa Fortuna,PR,18.3759,-65.746
Manning,IA,41.9092,-95.0643
Ama,LA,29.944,-90.2967
McAlmont,AR,34.7925,-92.196
Bel-Nor,MO,38.7017,-90.318
Norris,TN,36.2137,-84.0629
Ravenna,MI,43.1888,-85.9415
Lazy Mountain,AK,61.6517,-148.902
Pierce City,MO,36.9465,-94.0032
Alum Creek,WV,38.2875,-81.833
Brackettville,TX,29.3181,-100.4109
Fort Benton,MT,47.8291,-110.6557
Mishicot,WI,44.2303,-87.6423
Leadville North,CO,39.26,-106.3112
Sardinia,OH,39.0071,-83.802
Millers Creek,NC,36.1909,-81.2356
Smoke Rise,AL,33.8789,-86.824
Van Meter,IA,41.5192,-93.9426
Seabrook Farms,NJ,39.5015,-75.219
Laflin,PA,41.2898,-75.7943
Blawnox,PA,40.4922,-79.86
Shorewood-Tower Hills-Harbert,MI,41.8817,-86.6142
Union Hall,VA,37.0206,-79.6837
Lomas Verdes Comunidad,PR,18.3823,-67.1201
Hagan,GA,32.1536,-81.9304
Sanborn,NY,43.1451,-78.8777
Emigration Canyon,UT,40.7886,-111.7414
Oakdale,PA,40.4001,-80.1872
Patterson Tract,CA,36.3795,-119.2956
Falkville,AL,34.3793,-86.9086
Como,MS,34.5134,-89.9391
Big Pine,CA,37.1655,-118.2951
Traer,IA,42.1895,-92.4639
Saticoy,CA,34.2819,-119.1454
Wathena,KS,39.7602,-94.9396
Fullerton,NE,41.3647,-97.9726
Granville,IL,41.2658,-89.2307
Lone Oak,TN,35.2007,-85.3685
Lake Marcel-Stillwater,WA,47.6926,-121.9151
Castle Dale,UT,39.2218,-111.023
Bayou Gauche,LA,29.8081,-90.421
High Rolls,NM,32.9388,-105.8214
Bedminster,NJ,40.6745,-74.6592
Kensington,NY,40.7932,-73.7222
Northlakes,NC,35.7757,-81.3669
Muenster,TX,33.6586,-97.3874
Leoti,KS,38.4834,-101.3579
Philo,IL,40.0033,-88.1563
Oolitic,IN,38.8935,-86.5254
Uintah,UT,41.1428,-111.9334
Tolar,TX,32.3895,-97.919
Playita Cortada,PR,17.982,-66.4402
Ocean Ridge,FL,26.5286,-80.0499
Hughestown,PA,41.3289,-75.77
Parkland,PA,40.159,-74.9318
Hamshire,TX,29.857,-94.3185
Gallitzin,PA,40.481,-78.5547
St. Stephen,SC,33.4047,-79.9264
Arapahoe,WY,42.9911,-108.4562
Fort Loramie,OH,40.3442,-84.3694
Chinook,MT,48.5902,-109.2319
Warren,OR,45.8133,-122.8796
Iota,LA,30.326,-92.4956
Plandome,NY,40.8069,-73.6996
Roland,IA,42.1661,-93.5028
Odon,IN,38.8423,-86.9894
Duncan Falls,OH,39.8777,-81.9112
Hebron,IL,42.4652,-88.4344
West Yellowstone,MT,44.6627,-111.1057
Brooklyn,WI,42.8524,-89.3723
Coulee Dam,WA,47.9689,-118.9759
Bridgeport,OH,40.0673,-80.7473
Garrison,ND,47.6532,-101.4219
Pierson,FL,29.2401,-81.4559
Waverly,IL,39.5925,-89.9526
Hartford,IL,38.8183,-90.0915
Ponderay,ID,48.3092,-116.539
Redfield,AR,34.4429,-92.1844
Suarez,PR,18.4311,-65.8515
Thunder Mountain,NM,35.1009,-106.2278
Paincourtville,LA,29.9886,-91.0554
Bronson,FL,29.4501,-82.6391
Seneca,PA,41.377,-79.7073
Pleasant Hill,OH,40.0506,-84.3462
Ashley,OH,40.4098,-82.9516
Bowling Green,VA,38.0535,-77.3473
Foresthill,CA,39.0053,-120.8314
McComb,OH,41.1068,-83.7898
Simmesport,LA,30.9806,-91.8143
Powells Crossroads,TN,35.1849,-85.4848
Paonia,CO,38.8698,-107.592
Apollo,PA,40.5848,-79.5647
North Fork,AZ,33.9965,-109.9593
Hayden,AL,33.8818,-86.7842
South Wilton,CT,41.173,-73.4166
Aurora,TX,33.056,-97.5096
Mallory,WV,37.7302,-81.8243
Newberry,MI,46.3538,-85.5098
Archer City,TX,33.5938,-98.6256
El Paraiso,PR,18.0648,-66.6021
Blue Mountain,MS,34.6739,-89.0262
Redkey,IN,40.3483,-85.1539
Buxton,NC,35.2511,-75.5475
Downs,IL,40.3988,-88.8894
Keeler Farm,NM,32.3161,-107.7602
Caney,KS,37.014,-95.9315
Rogers,TX,30.93,-97.229
Aberdeen,OH,38.6713,-83.7704
Steele,MO,36.0903,-89.8402
Cleora,OK,36.5738,-94.948
Charlotte Hall,MD,38.4667,-76.7848
Dunlap,IL,40.848,-89.6719
Bellemont,AZ,35.2425,-111.8138
East Canton,OH,40.7889,-81.285
Des Arc,AR,34.9776,-91.5067
La Grulla,TX,26.2721,-98.6483
Sheridan,CA,38.9695,-121.3552
Gorman,NC,36.0417,-78.8092
Silver Lake,NJ,39.4675,-75.2408
Mendon,UT,41.7102,-111.9776
Lamar,SC,34.1695,-80.0649
Arlington,OH,40.8937,-83.6529
Fowler,MI,43.0041,-84.7411
Woodland Heights,PA,41.4108,-79.7048
Marshall,AR,35.9084,-92.6459
Lake Riverside,CA,33.5173,-116.8107
Lacoochee,FL,28.4655,-82.1698
Locust Grove,OK,36.1982,-95.1689
Bruce,MS,33.9909,-89.3454
Bonner-West Riverside,MT,46.8767,-113.8869
Shell Knob,MO,36.609,-93.5967
Ardmore,AL,34.9847,-86.8373
Holland,OH,41.6192,-83.7081
Montpelier,IN,40.5498,-85.287
Green Valley,CA,38.2607,-122.1622
Luther,OK,35.6682,-97.1905
Glenns Ferry,ID,42.9504,-115.3067
Vanceburg,KY,38.5944,-83.3245
Benns Church,VA,36.937,-76.5842
Grand Ronde,OR,45.0739,-123.6211
De Graff,OH,40.3127,-83.9167
Colfax,LA,31.5208,-92.7001
Barry,IL,39.6982,-91.0399
Dawson,MN,44.929,-96.0504
Lockport Heights,LA,29.6564,-90.5486
Colma,CA,37.6767,-122.4528
Animas,PR,18.4457,-66.6364
Queens Gate,PA,39.9406,-76.6874
Sulligent,AL,33.8912,-88.1266
Nanawale Estates,HI,19.5035,-154.9104
La Villita,NM,36.1001,-106.0515
New Brockton,AL,31.3785,-85.9228
Mount Gay-Shamrock,WV,37.8512,-82.023
Carbon Hill,AL,33.8944,-87.5224
Woodland Hills,UT,40.0132,-111.6558
Stratford,WI,44.8009,-90.0722
Warren,IL,42.4948,-89.9913
Shepherd,MI,43.5235,-84.6927
Beulaville,NC,34.9228,-77.7724
Ethete,WY,43.0008,-108.723
West Liberty,OH,40.2569,-83.7584
Hurley,WI,46.4462,-90.1983
MacDonnell Heights,NY,41.7165,-73.8605
Arlington,NE,41.4548,-96.3565
Bradford,RI,41.3944,-71.7541
Patton Village,TX,30.1954,-95.1643
Sawyerwood,OH,41.0344,-81.4412
Sandia Knolls,NM,35.1604,-106.2987
Crested Butte,CO,38.8676,-106.9773
Wisner,NE,41.9891,-96.9147
Brightwood,VA,38.4132,-78.188
Boston Heights,OH,41.2539,-81.509
Miami,AZ,33.3951,-110.8724
Maben,MS,33.5544,-89.0805
Gordo,AL,33.3221,-87.904
Del Carmen,PR,18.4678,-66.849
Washburn,ND,47.292,-101.0278
Dallesport,WA,45.6316,-121.1749
Arnold Line,MS,31.3372,-89.3771
Fort Belknap Agency,MT,48.4278,-108.6829
Pleasanton,KS,38.179,-94.7053
Princeton,MO,40.3966,-93.5884
Spencerville,MD,39.119,-76.9828
Atkinson,NE,42.5309,-98.9747
Trafalgar,IN,39.4124,-86.1499
Bratenahl,OH,41.5538,-81.6055
Wayne,WV,38.2301,-82.4415
Panama,OK,35.1711,-94.669
Ceredo,WV,38.3961,-82.5535
Lily Lake,IL,41.9516,-88.4743
El Rancho,NM,35.8928,-106.0856
Banks Springs,LA,32.0764,-92.085
North Eagle Butte,SD,45.0172,-101.2362
Westwood,PA,39.9702,-75.8555
Georgiana,AL,31.6391,-86.7468
Colon,MI,41.9592,-85.3229
Gueydan,LA,30.0291,-92.5071
Kenwood,OK,36.3012,-94.9978
Newton,AL,31.3423,-85.5893
Killen,AL,34.8607,-87.5268
Star,NC,35.3992,-79.7832
Remerton,GA,30.8441,-83.3085
Burt,MI,43.2358,-83.9027
Willacoochee,GA,31.3358,-83.0446
Pahoa,HI,19.496,-154.9453
Broadway,NC,35.4579,-79.0547
Fairmount Heights,MD,38.9016,-76.9153
Fairchance,PA,39.8251,-79.754
Berino,NM,32.069,-106.6221
Jackpot,NV,41.9797,-114.6645
Omao,HI,21.9236,-159.4814
Bradley,WV,37.8675,-81.2046
Sunriver,OR,43.8815,-121.4368
Coats Bend,AL,34.0774,-85.8742
Darmstadt,IN,38.0938,-87.5793
Albers,IL,38.5452,-89.6142
Loch Sheldrake,NY,41.7702,-74.657
Kingsley,IA,42.5864,-95.9679
Montrose,PA,41.8335,-75.8761
East Dubuque,IL,42.4888,-90.6278
Galena,OH,40.2201,-82.8842
Cannonsburg,KY,38.3806,-82.7006
Wood River,NE,40.8196,-98.6041
Cerro Gordo,IL,39.8892,-88.7346
Fairview Park,IN,39.6821,-87.4143
Hometown,PA,40.8216,-75.9866
Canyon Day,AZ,33.783,-110.0328
Boulevard Gardens,FL,26.1253,-80.1804
Rincon,PR,18.3389,-67.2515
Winnsboro Mills,SC,34.3561,-81.0708
Inman,KS,38.2323,-97.7715
Wattsville,VA,37.9301,-75.4943
Blossom,TX,33.6633,-95.3837
Jonesville,LA,31.6238,-91.83
Mazon,IL,41.2417,-88.4231
Enigma,GA,31.4076,-83.329
Pomeroy,WA,46.4738,-117.5964
Belhaven,NC,35.5428,-76.6232
Lake Dalecarlia,IN,41.337,-87.4037
Oceana,WV,37.6927,-81.6324
Earle,AR,35.2734,-90.4642
Glendale,PA,40.3979,-80.093
Southmayd,TX,33.6231,-96.7287
Nashville,IN,39.208,-86.2385
Edina,MO,40.168,-92.1732
Moyie Springs,ID,48.7247,-116.1953
Thermal,CA,33.6262,-116.1309
China Spring,TX,31.6492,-97.3048
San Felipe Pueblo,NM,35.4338,-106.425
Babbitt,MN,47.6443,-91.9461
Heppner,OR,45.3547,-119.556
Frankfort,OH,39.4063,-83.1836
Waterman,IL,41.7683,-88.7659
Gasport,NY,43.1938,-78.5762
Woodbine,IA,41.7352,-95.7078
Poipu,HI,21.8834,-159.46
Western Lake,TX,32.6215,-97.816
Ilwaco,WA,46.31,-124.0417
Woxall,PA,40.3118,-75.452
Highland Park,PA,40.6216,-77.5707
Pewee Valley,KY,38.3105,-85.4896
Somerset,OH,39.8064,-82.2996
Millport,AL,33.5586,-88.0817
Edmore,MI,43.4073,-85.0367
Basye,VA,38.8182,-78.7659
Strawberry Point,IA,42.6805,-91.5349
Holly Hill,SC,33.3245,-80.413
Iraan,TX,30.9129,-101.9001
Malvern,IA,41.0038,-95.5842
Leilani Estates,HI,19.4659,-154.9157
Hansen,ID,42.5314,-114.3011
Rossmoyne,OH,39.2153,-84.3888
Otterbein,IN,40.4886,-87.0872
Coal Fork,WV,38.3185,-81.5229
Boswell,PA,40.1615,-79.0274
Latta,OK,34.7532,-96.7088
Church Rock,NM,35.5692,-108.573
Tatamy,PA,40.7409,-75.256
Rich Hill,MO,38.0958,-94.3633
Lubeck,WV,39.2276,-81.6265
Celoron,NY,42.1052,-79.2777
South Whitley,IN,41.084,-85.6278
Morgan Hill,PA,40.6665,-75.2041
Warren Park,IN,39.7832,-86.0516
Breckenridge,MI,43.4074,-84.4784
Montello,WI,43.794,-89.3333
Steelville,MO,37.9696,-91.3545
Grant,AL,34.519,-86.2492
Chapin,SC,34.165,-81.3446
Carbonville,UT,39.6268,-110.8332
Wrightsville,AR,34.6109,-92.2136
Bangor,WI,43.8937,-90.9934
Bloomington,TX,28.6504,-96.9022
Rafael Capo,PR,18.4005,-66.7898
Indios,PR,17.9942,-66.821
Lynchburg,OH,39.2401,-83.788
Arbury Hills,IL,41.5353,-87.8461
Amargosa Valley,NV,36.5424,-116.4877
Harrisville,WV,39.2104,-81.0485
Aurora,SD,44.2823,-96.6868
Burkesville,KY,36.7906,-85.3675
Earlham,IA,41.4943,-94.122
Kaibab Estates West,AZ,35.2762,-112.5018
Cherry Branch,NC,34.9304,-76.8112
Copeland,OK,36.6571,-94.8204
Paraje,NM,35.0444,-107.4681
Gretna,FL,30.5929,-84.6876
Nottingham,PA,39.7509,-76.0258
Alamosa East,CO,37.4766,-105.8397
Tuolumne City,CA,37.9615,-120.2428
Saybrook Manor,CT,41.2825,-72.4063
Duboistown,PA,41.2228,-77.038
Brandywine Bay,NC,34.7384,-76.8303
Victory Lakes,NJ,39.6305,-74.9663
Kenwood Estates,FL,26.6276,-80.1153
St. Peter,WI,43.8377,-88.3466
Queen City,TX,33.1507,-94.1524
Coon Rapids,IA,41.8747,-94.6785
Bridgeport,NE,41.6639,-103.0962
Chadds Ford,PA,39.8742,-75.604
Yorklyn,PA,39.9929,-76.6428
Winchester,OH,38.9436,-83.654
Walnut,IL,41.5571,-89.5912
St. Elmo,IL,39.021,-88.8508
La Plata,MO,40.0242,-92.4914
Lake Winnebago,MO,38.8234,-94.3612
Harbor Isle,NY,40.6018,-73.6647
Lyndhurst,VA,38.022,-78.9516
Wheeler,TX,35.4411,-100.2752
Forest,OH,40.8051,-83.5116
Olimpo,PR,18.0027,-66.1097
Randolph AFB,TX,29.5302,-98.2788
Wright,WY,43.7492,-105.4948
Milford,UT,38.3945,-113.0123
Farmingdale,NJ,40.1985,-74.1702
Palma Sola,PR,18.324,-65.8715
Cementon,PA,40.689,-75.5161
Shepherdstown,WV,39.432,-77.8046
Benavides,TX,27.5969,-98.4137
Taft Southwest,TX,27.9711,-97.4055
Estancia,NM,34.7667,-106.0301
Apple Valley,UT,37.081,-113.1034
Robbins,NC,35.4279,-79.5828
Craig Beach,OH,41.116,-80.9827
Webb,AL,31.2572,-85.2896
Chelsea Cove,NY,41.6133,-73.7469
Old Miakka,FL,27.3199,-82.2777
Sublette,KS,37.4822,-100.8466
Hemphill,TX,31.3431,-93.8511
Darrington,WA,48.2546,-121.6031
Renville,MN,44.7908,-95.2048
St. Vincent College,PA,40.2914,-79.4054
Palestine,IL,39.0016,-87.6125
Fort Denaud,FL,26.7404,-81.5241
Inverness,CA,38.0821,-122.8471
China Grove,TX,29.393,-98.3443
Woodsboro,MD,39.5328,-77.3097
Ambridge Heights,PA,40.5917,-80.2117
Terrebonne,OR,44.3533,-121.1807
Pine Lakes,FL,28.939,-81.4308
Red Boiling Springs,TN,36.5301,-85.8481
Nora Springs,IA,43.1445,-93.0093
Haven,KS,37.9016,-97.7831
University of Pittsburgh Johnstown,PA,40.2626,-78.8297
Louisville,NE,40.9964,-96.1612
Ladd,IL,41.381,-89.2147
Clio,AL,31.7085,-85.6109
Milroy,PA,40.7164,-77.587
Walls,MS,34.9257,-90.1604
Sibley,LA,32.5422,-93.2947
Grant,NE,40.8446,-101.7256
Elverson,PA,40.1559,-75.8304
Litchfield,MI,42.0413,-84.7578
South Windham,CT,41.685,-72.1845
Greene,IA,42.8968,-92.8041
Homewood,SC,33.8927,-79.0518
Toulon,IL,41.0935,-89.8633
Fairview,UT,39.6299,-111.4368
Bedford,IA,40.6711,-94.724
Kemp,TX,32.4351,-96.224
Atwood,KS,39.8101,-101.0418
Niland,CA,33.2387,-115.5146
El Tumbao,PR,18.0015,-66.8995
Jauca,PR,17.9638,-66.3673
Rehoboth Beach,DE,38.7172,-75.0845
Big Bass Lake,PA,41.2525,-75.4795
Woodsville,NH,44.1423,-72.0256
Continental,OH,41.1001,-84.2727
Grizzly Flats,CA,38.6358,-120.5354
Pine Knoll Shores,NC,34.6974,-76.8205
Niagara,WI,45.7801,-87.9991
Crugers,NY,41.2279,-73.9259
Moreland,ID,43.2195,-112.4378
Monette,AR,35.8931,-90.3443
Mora,PR,18.4626,-67.0323
Linden,TN,35.6123,-87.8429
Auxvasse,MO,39.0174,-91.8958
Gordonsville,TN,36.1817,-85.9324
Sumas,WA,48.9955,-122.2694
Pinconning,MI,43.8573,-83.9638
Weweantic,MA,41.7396,-70.7346
Pleasant Grove,OH,39.9513,-81.9592
Great Falls Crossing,VA,38.9808,-77.3256
Schwenksville,PA,40.2574,-75.4662
Honeyville,UT,41.6361,-112.0857
Sun Valley,ID,43.6838,-114.3339
Wallace,LA,30.0303,-90.6569
Hurt,VA,37.0954,-79.3029
Tuckerman,AR,35.7259,-91.2016
Cayuco,PR,18.2922,-66.7348
Choudrant,LA,32.5503,-92.5121
Cypress Quarters,FL,27.2479,-80.8115
Hayfield,MN,43.8902,-92.8471
Casa Blanca,AZ,33.1154,-111.9081
Huntland,TN,35.0579,-86.2689
Dalton,PA,41.5382,-75.739
North Redington Beach,FL,27.8213,-82.819
Tornillo,TX,31.4366,-106.1033
Yates Center,KS,37.8668,-95.7539
Augusta,WI,44.6784,-91.1204
First Mesa,AZ,35.8389,-110.3665
St. Michaels,MD,38.7883,-76.2244
Bayou Country Club,LA,29.7796,-90.7892
Moose Wilson Road,WY,43.5315,-110.834
McDade,TX,30.2817,-97.2453
Mission,SD,43.3063,-100.661
Wade,MS,30.6401,-88.5579
Dickson,OK,34.1877,-96.9968
Montgomery,PA,41.171,-76.8738
Elizabeth,PA,40.2715,-79.8872
Trabuco Canyon,CA,33.6782,-117.5939
South Willard,UT,41.3583,-112.0408
Head of the Harbor,NY,40.8981,-73.1624
Powers Lake,WI,42.5386,-88.2943
Frazeysburg,OH,40.1191,-82.1177
New Beaver,PA,40.8773,-80.3702
Guthrie,KY,36.6503,-87.1735
New Pekin,IN,38.5029,-86.0152
Elmo,TX,32.7315,-96.1589
Rainbow Lakes,NJ,40.875,-74.4535
Burgettstown,PA,40.3814,-80.3926
Sparkill,NY,41.0289,-73.9333
Joanna,SC,34.4149,-81.8086
Mansfield,MO,37.1102,-92.5804
Blue Ridge,AL,32.501,-86.1839
Goodwater,AL,33.0608,-86.0516
Pinewood Estates,TX,30.1692,-94.3207
Pemberville,OH,41.4096,-83.4587
Jordan,NY,43.0671,-76.473
Westhaven-Moonstone,CA,41.0447,-124.1023
Factoryville,PA,41.5602,-75.7823
Russiaville,IN,40.4187,-86.2728
Queen Anne,MD,38.9021,-76.6973
Boaz,WV,39.3671,-81.4854
Troy,PA,41.7839,-76.7898
Lone Pine,CA,36.5774,-118.0777
Lake Mohawk,OH,40.6608,-81.1929
Coldspring,TX,30.5898,-95.1307
Nashville,MI,42.6032,-85.0941
Shoal Creek,AL,33.4328,-86.6071
Rollingwood,TX,30.2736,-97.7867
Centre Grove,NJ,39.3628,-75.1351
West Mountain,UT,40.051,-111.785
Graysville,TN,35.4494,-85.0762
Loretto,PA,40.5086,-78.6349
Contoocook,NH,43.2232,-71.7129
Morgandale,OH,41.267,-80.7958
Moorhead,MS,33.4494,-90.5063
Avoca,IA,41.4828,-95.3373
Duson,LA,30.2365,-92.193
Marmaduke,AR,36.19,-90.385
Mount Hope,WV,37.8976,-81.1737
Jackson Center,OH,40.4385,-84.0413
West Canton,NC,35.5384,-82.8672
Columbus AFB,MS,33.6276,-88.4454
La Cygne,KS,38.3479,-94.7613
Brocton,NY,42.3898,-79.4428
Libertytown,MD,39.4859,-77.2482
Cannon Beach,OR,45.8884,-123.9603
Bonnetsville,NC,34.9993,-78.3962
Concord,VA,37.3426,-78.9862
Union City,OH,40.1996,-84.7943
West Siloam Springs,OK,36.1759,-94.5978
Clinton,WA,47.9731,-122.3577
West Kennebunk,ME,43.4142,-70.581
Cleveland,AL,33.9964,-86.5671
New Berlin,IL,39.7261,-89.9143
Maysville,OK,34.8546,-97.3876
Edgar,WI,44.9229,-89.9626
Avila Beach,CA,35.1969,-120.7191
Loma,CO,39.2075,-108.805
Bartolo,PR,18.362,-65.8414
Central Garage,VA,37.7458,-77.1316
Canton Valley,CT,41.8316,-72.8977
North Puyallup,WA,47.2015,-122.2742
Hiram,OH,41.3115,-81.1429
Bruceton,TN,36.0349,-88.2466
Logan,IA,41.6454,-95.7914
Onarga,IL,40.7153,-88.0108
